text	sentiment	Mood
i feel happy about this solution	1	joy
i did enjoy the book however and i especially liked the characters of the brothers one fired up with the detectin spirit and the other feeling skeptical but willing to back his brother in a fight	0	fear
im not sure if its just me who feels this way or if its everyone but tortured souls dont make for the best boyfriends	0	anger
i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds	0	sadness
i think were on a level of understanding though i still feel hes hesitant	0	fear
i just feel so virtuous when we go on a fieldtrip	1	joy
im not gonna lie i was kinda sad and down and feeling pretty lonely	0	sadness
im feeling ecstatic about right now the classy ever after redesign project begins this week	1	joy
i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point	0	anger
i never told my boyfriend or his parents and i do remember feeling embarrassed and maybe even a little ashamed	0	sadness
i feel more aggravated and annoyed by their visits	0	anger
im feeling completely idiotic by not being ablo to contribute	0	sadness
i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on	1	joy
i feel strong is that i dont let the anger win	1	joy
i always feel so helpless during times of disaster but i feel a little better knowing that even a few dollars can make a difference for someone in need	0	sadness
i honestly feel extremely shy to ask my friends to take pictures of me how vain must they think i am	0	fear
ill find that elusive second wind and feel more hopeful but today i am a href http www	1	joy
i feel intimidated nervous and overwhelmed and i shake like a leaf	0	fear
i make myself feel useful by fucking a guy	1	joy
i feel most inspired to create and ive been thinking a lot about inspiration this week	1	joy
i think most interactions in person are probably fine sufficiently respectful and polite that the ladies don t feel abused	0	sadness
im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah	1	joy
ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes	0	sadness
i had a good day but right now im feeling pretty irritable for no real reason meaning nothing significant happened to make me feel annoyed	0	anger
i am feeling contented and pissed at the same time	1	joy
i wonder if the homeowners would feel weird if i parked to gape at their landscaping	1	surprise
i both feel impatience at the rate of loss and impressed at the same time	1	surprise
im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant	1	joy
i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out	1	surprise
i really am not feeling child friendly	1	joy
i feel furious with myself	0	anger
i think or feel but like this person i am still amazed by them	1	surprise
i like to think i present myself and the life and times of the working mum to a good standard and if i ever do miss a apostrophe or miss spell a particular word please feel free to call me on it	1	joy
i don t feel i can ask him what feels like a dumb question	0	sadness
i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases	1	joy
i give up from my goals if i feel them boring	0	sadness
i was careful to make sure the characters featured you can feel sympathetic	1	love
i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit	0	sadness
i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy	1	love
i know how that feels weird right	0	fear
i thought yoga was supposed to make me feel tranquil peaceful and sculpt my legs into those of a greek goddess	1	joy
i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan	1	love
i left the theater i ran my hand sadly over the plush red backs of the seats in front of me feeling almost mournful that i wasnt going to be back for a long time	0	sadness
i asked some girls what it meant to them to be valued and for the most part the response was that they felt valued when the people around them made them feel valued and treated them in a loving and caring manner	1	joy
i am feeling very petty right now	0	anger
i wasn t the person who was helping i realized that it was i who inspired all these people to start charity work and i can t help but feel proud	1	joy
i feel so amazingly overwhelming thrilled for my wedding	1	joy
i feel shame in a strange way	1	surprise
i suspect much of the country feels after the tragic events of last week	0	sadness
i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed	1	love
i find it relaxes me and i feel productive making food as the end product should taste nice and will satisfy myself and other people	1	joy
i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days	0	anger
i feel about these individuals but that opening line shows how inadequate simple words can be	0	sadness
ive been too deep down in the swamps swimming in muddy waters tortured by fear feeling lonely and lost	0	sadness
i didn t feel talented at anything i was doing and eventually wasn t putting fully into it	1	joy
i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people	0	anger
i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff	0	anger
i came across something which made me feel lousy	0	sadness
i love rides but wasnt feeling too hot this day	1	love
i feel bothered by any of these things i open a door	0	anger
i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles	1	love
i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right	0	sadness
i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present	0	anger
i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children	0	sadness
i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it	1	joy
i feel such duties are unimportant to our profession i just am not qualified to discuss all of them	0	sadness
i do feel proud and happy and also very grateful to all who read me	1	joy
i feel shaky from the battering of emotions but im still standing	0	fear
i feel like being all stubborn and stingy	0	anger
i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos	1	love
i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns	0	sadness
i love it but sometimes i feel exhausted	0	sadness
im sorry i feel so uncertain about it	0	fear
im feeling crappy ill fish for compliments like any other girl	0	sadness
i am asleep i would feel no pain but that violent act would be completely unjustified all the same	0	anger
i feel burdened and stuck in the center of a dark tunnel	0	sadness
i know their feelings are very real and not petty but neither are mine here	0	anger
i would look up at the sky scrapers and feel amazed that this little girl from montana was there	1	surprise
i don t want to i feel irritated	0	anger
i feel like i look like a miserable heap	0	sadness
i really feel like i am useless in this world	0	sadness
im definitely not feeling fearful or anything right now	0	fear
im now on day two of the plan and im feeling positive	1	joy
im feeling really terrible about it because my journaling has also come to a screeching halt as well	0	sadness
i feel as if today was a positive gift delivered to us teachers on a very stressful week	1	joy
i have been feeling shaky this morning after taking them as well	0	fear
i feel like they rushed the relationship	0	anger
i maintain that these feelings should be repressed not expressed	0	sadness
i have found myself overwhelmed with jealousy and self contempt and i have found myself feeling this towards the lives of my sweet friends and acquaintances as portrayed on social media	1	love
i feel last time ure the one that feel paranoid	0	fear
i know how it feels to be tortured	0	anger
i will tell you that i am feeling quite invigorated	1	joy
i vented my feelings towards the pathetic excuse of a communicat	0	sadness
i fancied the terrains there and feel keen to go there again	1	joy
i feel your prescence a gentle touch	1	love
i am still feeling a bit dull from the loss of sleep and am trying to sleep in each morning as possible	0	sadness
i would feel so i don t know maybe a little resentful	0	anger
i first started using this i did not like it because i felt like it made my hair feel very dirty even though i had just washed my hair	0	sadness
i look at their situation and feel so so jealous that i almost cant bear it	0	anger
i am feeling triumphant today	1	joy
i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character	1	love
im feeling sentimental or in need of reassurance	0	sadness
ive ever read that explains why i feel this way all the time and reassures me that im not just defective somehow	0	sadness
i come in contact on a regular basis and the sooner i can figure out how to be kind to them in all situations the sooner they will feel valued appreciated loved and the desire to learn how to pass that kindness on to others as i am learning to do	1	joy
i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty	0	sadness
i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot	1	joy
i don t know if it s mostly because he s forcing himself to be distracted or if he s feeling more determined or what but i think that though he s still hurting he is learning to cope with it kame takes a breath	1	joy
i help my daughter when she is feeling angry	0	anger
i feel terrible when i hurt peoples feelings worse afterwards and i always hope never to do it again	0	sadness
i feel a little glamorous i wet the brush	1	joy
i just feel you so so dont be afraid and pray again i need you go back in time forgive my sins so so sloth	0	fear
i grew up feeling ugly and inadequate	0	sadness
i feel such a sense of accomplishment after being embarrassed by these clothes and prepared to either donate them to a charity or throw them out	0	sadness
i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark	1	joy
i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower	0	sadness
i hate myself to feel so bothered by the word team the word badminton	0	anger
i could empathize with tab because of raging hormones and the connection feeling like someone else gets you thinks youre smart pretty worth attention	1	joy
i feel so totally invigorated that i completely forget what it s like to have a cold	1	joy
i wont give you too much in case you feel greedy	0	anger
i tell you that i love you and my feelings are sincere my dear	1	joy
i feel the pain in my vein its oh so vain am i insane	0	sadness
i feel that i worry too much and much on petty things like	0	anger
i wanted to thank them all for giving jordan and myself the chance to be together without any distraction and making us feel so welcomed and loved	1	joy
i feel affirmed gracious sensuous and will have less self doubt when a href http generations	1	love
i have spent of my waking hours enjoying the freedom of not owning a cellphone feeling smug about it in situations in which a phone would have been awfully convenient and fielding incredulous questions	1	joy
i don t like feeling like an eager schoolboy waiting around for hours just to touch the shining alumninium	1	joy
i feel so greedy so needy so helpless	0	anger
when i heard the last regulation of the socialist govrenment concerning pensions	0	sadness
i feel so awful she said	0	sadness
i have finally cast my studio show and it feels fab	1	joy
i feel extremely gloomy and confused	0	sadness
i feel that passionate about	1	joy
i feel worthless and pointless and i feel like everyones third wheel not even second	0	sadness
i felt this emotion when my name was announced on the radio that i had been selected to come to lilongwe school for health sciences to take a training course as a medical assistat	1	joy
i was feeling superior to women who left their alcoholic husbands i was stronger and more godly and wasnt ever going to do that	1	joy
i really feel for the women who have to work with these obnoxious cretins	0	anger
i didnt have to drink as much last time as people who get ultrasounds at weeks or before do but it was still enough that i was feeling distinctly eager for the toilet by the end	1	joy
i feel it is perfectly acceptable to consume homemade chex party mix for breakfast during the holidays given the fact that it is mostly cereal	1	joy
i feel like they don t think it s sincere when it really is she told us exclusively	1	joy
i would always have this song stuck in my head after a bombing or incident and then i would feel a bit weird about it because if you dont really pay attention to the lyrics it sounds like such a happy song not the type youre supposed to hum on difficult days	0	fear
i feel my comments or opinion are sincere but some people get the wrong message	1	joy
im sorry im feeling a little bitchy tacky looking women came in and sat next to me	0	anger
i feel like charmed gave me the means to spend those few years when my sons were very young at home with them	1	joy
im really happy but i just feel exhausted	0	sadness
i feel a kind of dull grief over it	0	sadness
i feel particularly uncomfortable with how much a driver is looking down on the phone i shout eyes on the prize	0	fear
ive left the orange scented mixture white but feel free to color it if you wish	1	joy
i always appreciate them and please feel free to become a follower and come back and visit again soon	1	joy
i left feeling satisfied that donna knew what she was doing and i was in capable hands	1	joy
i started feeling uncomfortable around my straight male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur sweet nothings in my ear at a party that same week	0	fear
i feel uncomfortable here	0	fear
i could have done more but i was feeling a pleasant tiredness and had a good sweat going so i stopped at that	1	joy
i don t feel the least bit unwelcome in my party and my views are not uncommon	0	sadness
i feel like im super rich kinda like when i could drink goldschlager haha	1	joy
i feel its rude to say he is better than all the other men	0	anger
i feel accepted because of my condition	1	love
i didn t and still don t feel lucky though	1	joy
i managed to re learn feeling insecure again	0	fear
i mean the idea is intoxicating of course and it feels amazing when its happening but what happens in the morning when you wake up and you have to go to work and so amp so is all up in your shit about something that is completely impractical	1	surprise
i am on so many social networks right now and sometimes i feel like that i am pretty talked out	1	joy
i feel like i should have some sort of rockstar razzle dazzle lifestyle but i would at least like to spend a third of my life doing something i feel is worthwhile	1	joy
i feel agitated a lot im straddling articulacy and incoherence	0	anger
i start to feel a little overwhelmed knowing i have to make still	1	surprise
i don t know about you but sometimes i feel that the world is troubled deeply pathologically troubled	0	sadness
i feel like they bring the characters to life completely and i m always kind of surprised what the actors do do together	1	surprise
i felt confused me sometimes that makes me feel useless	0	sadness
i am left feeling heartbroken about losing that child and then guilty because my parenting and wife ing has been so far below par for the last months	0	sadness
i noticed that i was feeling very stressed and anxious and i just couldnt quite put my finger on why	0	anger
i never been feel this ashame this humiliated in life	0	sadness
i exist for does my existence even mean anything to anyone apart from my family i always wonder about my existence and the fuck now i feel so dumb ive never thought about the purpose of it	0	sadness
i start working full time next week where i m currently at and i m feeling a bit ungrateful at the moment	0	sadness
i have learned how much more like a neighbourhood this place feels the humans with dogs have been very sympathetic and understand my quixotic need to walk a dog to walk period	1	love
i remain hopeful that the feeling i have is actually excitement a long missed friend	0	sadness
i want to be healthy and happy so badly that the fact that i am healing and without my leg is making me feel useless not empty	0	sadness
i got off the phone feeling numb	0	sadness
i was also feeling the ole restless leg syndrome as i shifted back and forth between legs trying to do something with my excess energy that just hit me	0	fear
i feel much lighter clearer and more energetic	1	joy
i feel heartless even though my heart hurts	0	anger
i feel like my efforts are all in vain and continuing to pursue them will only embarrass me down the road	0	sadness
i started feeling a little funny but this was not anxiety but at the time i didnt know so i started to tell my brother man i dont feel good and he said whats wrong i said i dont know but u better drive so i pulled over and let him drive	1	surprise
i feel so much boring with my straight hair for all over years haha	0	sadness
i feel rotten but no amount of suggesting that losing a sense of smell is a terribly disorientating experience for a wine person seems to convince people that i might not actually live to feel good again	0	sadness
i got home and told peter how i was feeling he wasnt shocked at all by what i was telling him	1	surprise
ive come to feel about a supporting character in one of my all time favorite films giant	1	joy
i could almost feel her gentle touch in the moonbeam she sent to shine over me he added touching his face dreamily	1	love
i either have to feel submissive and as such agree to taking pain for someone or there has to not be an option presented	0	sadness
i was really struggling to run with the discomfort i was feeling but was determined to continue as the crowds on the bridge are massive and i didnt want to be one of the first people they saw walking or stopping	1	joy
i feel like this beats out just about any popular high end foundation on the market at either ulta or sephora	1	joy
i just was expressing myself and her unexpected and kind gesture made me feel bad for a short moment as that was not my intent but for a larger moment which remains with me it reminded me of my blessings like having good friends that have your back	0	sadness
i hated that i have to work everyday with no days off for the next two weeks i dont like my jobs and i feel unsuccessful when i talk to other people about them	0	sadness
i have to keep fighting for my life until i truly run out of fight and i ve been close enough to that twice to know a bit about what it feels like and we re not there yet no matter how despairing all this feels	0	sadness
i just feel troubled	0	sadness
i like doing reviews and i got this from target a few days ago so i feel its acceptable to review this for all you makeup lovers	1	joy
i feel like i have devoted myself to doing what i can to reduce my impact on the environment she wrote in her blog babsbrisbane	1	love
i feel quite pleased with these little bits of news so i will celebrate tonight with a meet the brewer event hawkshead with some of my members in one of my newest pubs	1	joy
i woke up i feel thankful to god for giving me another day to go on	1	joy
i feel like it is so important for me to publicly bless my virus	1	joy
i feel thrilled that by the end of the month this round will be completed and i can begin to recover	1	joy
i wish there were more times when she just needed me to hold her and rock her to sleep because those are the moments when i feel most successful as father those times when im able to meet all of her needs just by being there for her	1	joy
im really not taking in information lately it could explain why ive been feeling sort of discontent lately	0	sadness
i exactly feel whenever i feel lonely or depressed and then i pray to him for help and guidance a href http	0	sadness
i must say i don t consider my family broken nor do i feel any discontent about not having a father around	0	sadness
im feeling a little dirty	0	sadness
i feel so relieved and happy to realize what is being said	1	joy
i mean is that when we are true to ourselves and our style and we see a reflection we like in the mirror all of the ugliness in society that is there to make us feel ugly or inadequate based on our looks suddenly becomes completely annulled	0	sadness
i do not feel assured	1	joy
i feel i m handling it well and i m enjoying it he said	1	joy
im not feeling the jolly this year though	1	joy
i feel special excitement and happiness	1	joy
i reckon you need to stop feeling bitter and be realistic	0	anger
i got a great pump and halfway through the workout i started to feel fantastic	1	joy
i stay the more distanced from others i feel it is strange because i sometimes feel like a new friendship is growing or forming	1	surprise
i leave something sometimes i throw some change in the tip jar other times i dont leave anything but i feel rude doing that haha	0	anger
im far ahead than the released tankouban that are sold here it just wont be the same anymore and the wait wont be as thrilling but damn me if i even feel slightly remorseful for that	0	sadness
i get paid too much because i get so many deliveries at work im feeling a bit shamed so will curb the spending for a bit	0	sadness
i feel bad knocking show down this far but i didnt see smackdown this week and i cant just assume he carried the show like he does every week daniel bryan doesnt appear on it	0	sadness
i feel happy about the outcome of this long election and im glad its over	1	joy
i just feel like im going no where and that the period of time where i was so very much enthralled with life and the options it proposed is now over	1	surprise
i could maybe get away with simpler folk melodies on some of the songs something fairly predictable but if its just me and a guitar it would end up feeling dull	0	sadness
i dont like christmas because i feel like it has lost its meaning	0	sadness
i feel less alone	0	sadness
i feel they are one of the most talented teams in the nfl but for some reason people feel like there s nothing to really fear against them	1	joy
i feel the hearts decision to stop caring can it be reversed	1	love
i have a feeling itll be a little more messy going home though	0	sadness
i feel welcomed into the barn like a son coming home	1	joy
i wish i had the right language to convey the simultaneous feelings of excitement peaceful enjoyment of country cycling but also being out of my element	1	joy
i feel there is no excuse for lame invitations	0	sadness
i did feel for him as its horrible and expensive when it happens	0	sadness
i also got some very nice condiment type pressies whilst at our local garden centre today so i am feeling that i have achieved something towards the festive season	1	joy
i am waking up in the middle of the night again with aches and pains and generally feeling grumpy	0	anger
i don t feel betrayed coz the backstabber had no grounds for their accusation but i m just amazed at some people s ability to do such things	1	surprise
i first started reading city of dark magic i thought it would be a challenge to actually enjoy it since i felt like the content about famous classical music was over my head but luckily after plowing through the first chapter i became more confident and started feeling less dumb	0	sadness
im not constantly horny or always feeling playful	1	joy
i feel more shy in swedish	0	fear
ill let myself shed a few tears and feel bitter confused frustrated and hurt for the last time	0	anger
i encourage you next time youre feeling a little uncomfortable do your best to embrace it	0	fear
i feel useless a href http juliemadblogger	0	sadness
i feel like the crows and roosters will be teamed up with the horses and go against the bulls sharks and other monsters that are trying to take over of cool ranch	1	joy
i am not scared to let myself feel deeply many people are too frightened to let themselves div style clearboth padding bottom	0	fear
i still feel too chub to wear the cute summer clothes i had dreamed of	1	joy
i feel rotten my feet still swell up and after i eat i feel bad and the more i eat i feel bad	0	sadness
i feel it is acceptable as this is not everyday food	1	joy
i was lucky enough to feel and squeeze myself to a win in another festive challenge which involved a box full of items that we had to identify by blindly fondling through a hole	1	joy
im feeling very uncertain about my future	0	fear
i feel like i m not pretty smart interesting enough for my boyfriend and that he would feel more stimulated or happy with someone else	1	joy
i feel is that the most likeable characters aren t important enough to the plot	1	joy
i like in this world and making a list of them always makes me feel joyful	1	joy
i feel very saddened that the king whom i once quite respected as far as monarchs go was ineffectual at best	1	joy
i feel more energetic	1	joy
i feel very honored in how much he has shared and expressed with me and that he trusts me	1	joy
i feel this strange sort of liberation	1	surprise
i just feel that if i end our marriage he deserves a truthful explanation	1	joy
i feel so weird and scattered with all wonders about a million different things	1	surprise
i feel as though most people will find it quite pleasant	1	joy
i believe that with our minds focused on the daily rat race our bodies simply forget how to feel vital and free a classic case of you lose what you dont use	1	joy
i still wake up feeling suspicious	0	fear
i feel a little hesitant to leave this time	0	fear
i typed up all my blood pressures for the month but i have a feeling hes not going to be too pleased with the lack of missing information	1	joy
i feel so disgusted when i see blood and feel like faiting and also when people eat raw meat in front of me	0	anger
im always feeling so agitated overly excited and impatient to those who are close to me	0	anger
i am now feeling delighted but daunted	1	joy
i feel ashamed to type all this	0	sadness
i just notice what i am doing that is ruining my happy moment because this feelingof discontent is my resistance to receiving love in the genuine way its being delivered	0	sadness
i admire her and feel like even though shes gorgeous and talented she hasnt succumbed to the hollywood pressures like a lot of a listers have	1	joy
i don t have a schedule or childhood friends and feel a little timid about just getting out there by myself	0	fear
i feel empty inside not surprising considering i havent eaten all day	0	sadness
at a party i met a girl who drew me to her	0	anger
i always make things harder which im not going to lie i sometimes have a way of complicating the very simple however a new baby is a pretty big undertaking and from this comment and many many others i feel like he sees himself as being disturbed very little	0	sadness
i have a feeling that its too sociable	1	joy
i do feel discouraged by what my supervisor said	0	sadness
i was sitting in class feeling somehow disturbed	0	sadness
i continue to write this i feel more and more distraught	0	fear
i start to feel lethargic about blogging	0	sadness
i that it feels like she is being tortured	0	fear
i was wasting my life away going out with one person after another to find love feeling shitty and anti social about my polytechnic life i met this guy	0	sadness
i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic	0	sadness
i thought i would grumpily curse the world and remain angry about oh i don t even really know sometimes it feels like i m angry about absolutely everything	0	anger
im not condoning terrorist action but you feel so furious and powerless	0	anger
i just finished watching a korean drama secret garden omg and am feeling the way girls do after such shows a mixture of hope and a little tug of truth that says those romantic gestures only exist in films	1	love
i am feeling stronger recharged and excited to get back into my runs	1	joy
i do think that if a husband feels greatly respected by his wife that will draw him to her and make it much less likely that he would want to flirt with other women	1	joy
im feeling very disturbed by tons of things	0	sadness
i do feel apprehensive and nervous at times about how i am performing with my modules	0	fear
i feel a bit dazed but so excited i am going to be so protective she is not going to be let out until she is	1	surprise
im gestating one and feeling pretty thrilled about that	1	joy
i know it can take weeks for a book to go free on amazon and barnes amp noble and in this age where cents can buy a full length ebook i feel a little funny charging even cents for a work that is almost certain to be under pages possibly under	1	surprise
i feel terrific in every one of them	1	joy
i aspire to capture the manner in which i feel this tension is resolved and why austere and introspective training still has a place alongside study of the method at euskc	1	joy
i had a ton of fun at the thrift store and i feel like i got some really useful pieces and i can get in on current trends for cheap	1	joy
i find myself feeling anxious and unsure	0	fear
i honestly wish christmas was celebrated in the summer because i feel like i tend not be as jolly as i wish i could be	1	joy
ive blogged and i feel strange about it	1	surprise
i guess it comes from believing that when i was younger anger was not a feeling that was acceptable so i tried not to have it	1	joy
i am pleased to report that i in many ways i am feeling well	1	joy
i have now and feeling like people think it means im just ok and dont need to talk about jeremy anymore	1	joy
im also still feeling whiney as hell so its possible i could rant a bit today	0	sadness
i still do feel left out i do feel like the most hated kid in the asian crew	0	anger
i feel like a greedy pig catching up to do lt bc afterward yay im gna get my delicious chocolates and in exchange zjs gna get bai tu tang from me	0	anger
i know what it feels like to be scared into something	0	fear
i started to feel so overwhelmed	0	fear
i feel slytherin is my house slytherin is for those who are smart enough to know how to get the job done and at any cost	1	joy
i didnt react with the way that i really feel im ecstatic for your marriage to tonks	1	joy
im not feeling pressured to perform athletic moves in order to stay on the field	0	fear
i feel unfortunate that i dont have a lot of time to spend with my family	0	sadness
i can imagine most young people might feel resentful about the attention their sibling was getting while also feeling guilt at the same time	0	anger
i don t really know the oldest one very well and his mothering mother seems to feel that he is not sweet	1	joy
i feel as though were giving too many details about unimportant things like chriss mundane life and left out on other details like more character depth especially with secondary characters	0	sadness
i know she shes the only one who provides income to my family right now but it feels like shes putting it up in our face that shes supporting us	1	joy
i feel like i m superior to the human race rel bookmark permalink	1	joy
i feel more assured having made my peace with atheism	1	joy
i just want to feel loved by you	1	love
i only talk about how people make me feel and the only people i talk about are the ones that make me feel unhappy upset nervous or angry	0	sadness
i to feel defeated	0	sadness
im feeling more lively than yesterday still not sure about food though	1	joy
i also baked enough cookies to take to my local bbw tomorrow night i feel so bad for the employees who have to work	0	sadness
i feel slightly unfortunate in the sense that the calendar year wasn t a great year for the systems if i m honest	0	sadness
i met my ex briefly just to catch up because he was leaving for sarawak lololol it was good seeing him again and now i feel so awkward typing this	0	sadness
i considered jogging since it is not too cold today but decided against it as my right ankle is already feeling tender for some reason	1	love
im feeling so embarrassed frightened that i wouldve smashed the window and slid in dukes of hazzard style if it would get garage man to stop glaring at me	0	sadness
im feeling my way often blindly from the carefree days of youth into the uncharted waters of maturity aka the midlife crisis here i explore transformation via one of my favorite things the tracy anderson method	1	joy
i feel like the leadership training was a perfect vision of what god wants missionary work to be now	1	joy
i was studying i always had the feeling that the process was unpleasant but it was absolutely necessary	0	sadness
im feeling really outgoing and i get with a really quiet person and i try to make them feel comfortable	1	joy
i feel guilt that i should be more caring and im not	1	love
i feel that he is gazing me and giving a naughty smile encouraging me to study more	1	love
i was feeling fairly keen	1	joy
i feel threatened when other people do not believe that	0	fear
i feel like im better amp able to do things it comes back	1	joy
i am feeling currently but as with anything when it s all resolved feelings will change	1	joy
i am feeling the self hate going or when i find myself feeling hateful of someone else all i have to do to feel the power and compassion of spirit once more is by remembering i am a spiritual being	0	anger
i feel i am appreciative i take care of the baby i try to keep the apt clean as much as possible and i try not to call him a million times to find out when hell be home it varies from day to day as he is sort of self employed so its hard to plan things around his schedule	1	joy
im just feeling emo and bitchy atm	0	anger
i was afraid of water when i was young people feel afraid of death because they have never experienced it	0	fear
i dare myself to do the following when i m feeling brave enough	1	joy
i feel eager to do well and i feel like ive got more titles in me he concluded ominously	1	joy
im looking at the stress levels im feeling and not loving how concentrated they are because of my mindset of planning a wedding in four months	1	love
im feeling quite positive in what i want to achieve	1	joy
i have a family i can feel passionate about and completely comfortable with	1	joy
i feel that this is for others to decide hellip i m delighted that fans of my paintings will now be able to see a body of work of which i m very proud	1	joy
ive never done a detox or cleanse before and i really had no desire to i feel like cleanses cycle around and become popular every couple of years and id pretty much written them off	1	joy
i came to utah freaking out about not knowing what i was doing with my life feeling less worthwhile because of not going on a mission like every other girl and just being stressed by the daily stresses my life has lovingly given me	1	joy
i am feeling very indecisive and spontaneous	0	fear
i feel beaten down and i feel void	0	sadness
i feel like resolutions are boring and cliche	0	sadness
i feel pressured to do well and i fe	0	fear
im feeling rotten and pretending it just aint so	0	sadness
im feeling excited about it	1	joy
ive been feeling delicate this week	1	love
i feel it is very rude and ingorant	0	anger
i can begin to see a first step and suddenly life does not feel so despairing	0	sadness
i had a feeling that he would be the one eliminated but wasn t completely convinced his cooking skillz were da bomb yes i m whipping out the early s lingo	1	joy
i feel stupid enough	0	sadness
i begin to sense how these characters are feeling the heartbreaks theyre suffering or have suffered already	0	sadness
i feel completely rude with not keeping up with some of you over the course of the year but it has been a mightily busy one	0	anger
i walked to school he felt the bounce in his step the overjoyed feelings of youth and the thrill of excitement of coming to school and meeting his beloved friends	1	love
i am up and ready to read read read today even though im feeling very groggy this morning	0	sadness
i just cant help but feel like i must protect this innocent being	1	joy
i feel his gracious presence even now	1	joy
i was like should i feel sweet or feel offended	1	love
i cannot even begin to express in words the depth of sorrow that i feel having not posted any of my ludicrous rants over the passed days	1	surprise
this monday i took a math bs test and flunked for the second time	0	sadness
i still feel a little weird and uncertain	0	fear
i wanna feel that gorgeous body a yers underneath me next time i m fuckin ya alex took a deep breath and her eyes seemed to glow while she imagined the scenario in her mind a scene she had pictured many times before	1	joy
i guess its because i feel like if im too passionate about something it will get taken away from me	1	love
im not sure but theres nothing that will get a person feeling amorous faster than a stay in a hotel	1	love
i feel makes the perfect duo	1	joy
i feel any better	1	joy
im lucky enough in life to meet someone who makes me feel safe happy secure and loved i feel theres no reason to wait	1	joy
i would feel productive	1	joy
im not feeling jolly in the least	1	joy
i miss not feeling exhausted after being outside in the heat for minutes	0	sadness
i didn t think it was possible to make a cover that expressed the personality of the novel since it s a strange cross genre story but the photo that was found nails the heart of the book so closely that i feel a bit stunned	1	surprise
i sure would love to stop feeling so horny all the time	1	love
i appreciate how clean their lifestyles are even though i admit there were a few moments where the complete aversion to substances sex made me feel a little repressed	0	sadness
i have come from the summer time and feeling like coach hated me	0	anger
i find myself feeling paranoid that something is going to ruin what could only be described as my fairy tale love affair	0	fear
i cannot explain why but i need to say please understand my feeling i have heart and im not a heartless person	0	anger
i take photos of but i suppose since i feel i am least talented in the area of portraiture i most admire that ability in others	1	joy
i am very sad you feel distracted but i am not participating in the relationship you think we have	0	anger
i just keep on feeling blessed	1	love
i think also i have changed obviously i am making more effort to go to things and make friends i feel less shy and less bothered about peoples judgement of my appearance	0	fear
i can tell my arms and hands feel weaker and they feel more numb and tingly at night when i wake up	0	sadness
i almost feel too stubborn to come back as i said that i was leaving	0	anger
i feel like i am actually a creative person now	1	joy
i am feeling pretty excited about this	1	joy
i feel more optimistic about everything than i have in a long time	1	joy
im feeling very doubtful about the necessity of that big coat	0	fear
i am feeling joyful every part of me feels happy and light and whimsical	1	joy
i feel so relaxed and happy when im in the water	1	joy
i never draw on both sides of the pages and like to know i can add to drawings when i feel like it rather than feeling pressured that they have to be finished all in one go	0	fear
i think ive just been feeling a little bothered	0	anger
i wasnt very interested in it but it evoked the feeling of an earth grittily doomed by aliens quite well	0	sadness
i agree even though when i feel discouraged i like to go to places with lots of color because they make me feel better	0	sadness
